guardian_other,guardian_mother,age,failures,absences,Dalc,activities,goout,freetime,Mjob_services,health,studytime,nursery,famrel,romantic,sex,Fedu_2,traveltime,famsize,Pstatus,is_approved
1.0,0.0,0.0,0.0,0.125,0.0,1.0,0.5,0.5,0.0,1.0,0.6666666666666667,1.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0625,0.25,0.0,1.0,0.75,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.4285714285714284,0.0,0.0625,0.75,1.0,0.75,0.5,0.0,0.75,0.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0
0.0,0.0,0.4285714285714284,0.0,0.3125,1.0,1.0,0.5,0.5,1.0,1.0,0.6666666666666667,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.1428571428571428,0.0,0.25,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0
0.0,0.0,0.1428571428571428,0.0,0.125,0.0,1.0,0.25,0.5,1.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0
1.0,0.0,0.1428571428571428,0.6666666666666666,0.0,0.0,0.0,0.75,0.75,0.0,1.0,0.3333333333333333,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.1875,0.0,1.0,0.25,0.5,0.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.0,0.3333333333333333,0.0625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666667,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.1875,0.0,0.0,0.25,0.25,0.0,0.5,1.0,1.0,0.25,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.25,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.0,0.125,0.25,1.0,0.5,0.5,0.0,0.25,0.0,1.0,0.25,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0625,0.0,1.0,0.25,0.25,0.0,1.0,0.6666666666666667,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.5,0.0,0.75,0.75,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.6875,0.0,0.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0,1.0,0.3333333333333333,1.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.75,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0
0.0,1.0,0.0,0.3333333333333333,0.0625,0.0,0.0,0.25,0.5,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.25,0.5,0.0,1.0,0.3333333333333333,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.1875,0.25,0.0,0.75,0.5,0.0,0.0,0.3333333333333333,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.5,0.25,0.0,0.25,0.5,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.4285714285714284,0.6666666666666666,0.0,0.25,0.0,1.0,0.5,1.0,0.75,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.3333333333333333,0.1875,0.5,1.0,0.75,0.75,0.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0625,0.25,1.0,0.0,0.25,0.0,0.5,0.6666666666666667,1.0,0.75,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0
1.0,0.0,0.5714285714285712,0.0,0.1875,0.0,0.0,0.75,1.0,0.0,0.75,0.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.75,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.75,0.0,0.0,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,1.0,0.4375,0.5,0.0,0.25,0.25,1.0,1.0,0.0,1.0,0.25,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.4285714285714284,1.0,0.1875,0.0,1.0,1.0,0.25,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666667,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.3333333333333333,0.0,0.75,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.6666666666666666,0.0,0.5,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.3333333333333333,0.25,0.25,1.0,0.25,0.5,0.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.6666666666666666,0.125,0.0,0.0,0.75,0.75,1.0,0.5,0.3333333333333333,1.0,0.75,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0625,0.25,1.0,0.75,0.75,1.0,1.0,0.0,1.0,0.75,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.3333333333333333,0.0625,0.0,0.0,0.5,0.5,0.0,0.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,1.0,0.3125,0.0,1.0,0.25,1.0,0.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.0,0.0,0.25,0.0,1.0,0.5,1.0,0.75,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.5,0.3333333333333333,1.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.5,0.3333333333333333,1.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.3333333333333333,0.125,0.25,1.0,1.0,0.75,1.0,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.25,0.5,1.0,0.5,0.3333333333333333,1.0,0.75,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,0.75,0.75,0.0,1.0,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,1.0,0.75,1.0,0.75,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.75,1.0,0.75,0.75,0.0,0.75,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.75,0.75,0.0,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.125,0.0,1.0,0.75,0.5,1.0,0.75,0.3333333333333333,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.25,0.5,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.125,0.0,1.0,0.5,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.25,1.0,0.5,0.75,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.5,0.3333333333333333,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.0,0.25,1.0,0.25,0.75,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,1.0,0.25,1.0,0.5,0.5,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.25,0.0,0.0,0.25,0.25,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.1875,0.25,1.0,0.75,0.5,0.0,0.75,0.3333333333333333,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.5,0.25,1.0,1.0,0.3333333333333333,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.3125,0.0,0.0,0.5,0.5,0.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.1875,0.0,0.0,0.5,0.0,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.1875,0.0,0.0,0.5,0.5,0.0,0.25,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.2857142857142856,0.0,0.5,0.75,1.0,0.75,0.75,0.0,1.0,0.3333333333333333,0.0,0.75,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.5,1.0,0.25,0.5,0.0,1.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.25,0.0,1.0,0.25,0.5,0.0,1.0,0.3333333333333333,1.0,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.125,0.0,0.0,0.5,0.25,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.0,0.5,0.5,1.0,0.75,0.5,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.6666666666666667,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.3333333333333333,0.9375,0.25,0.0,0.75,0.25,0.0,0.25,0.0,1.0,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0625,0.0,1.0,1.0,0.5,0.0,0.25,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.0,1.0,0.5,0.75,1.0,0.75,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.65625,0.0,0.0,0.25,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.1875,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.3333333333333333,0.4375,0.5,0.0,0.5,0.75,0.0,1.0,0.6666666666666667,1.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0625,0.25,0.0,0.5,0.5,0.0,0.75,0.3333333333333333,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.0,1.0,0.25,0.5,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0625,0.0,0.0,0.25,0.5,0.0,1.0,0.0,1.0,0.75,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,0.25,0.75,0.0,0.75,0.6666666666666667,1.0,0.75,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
0.0,0.0,0.5714285714285712,0.0,0.125,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.2857142857142856,0.0,0.46875,0.75,0.0,1.0,0.5,0.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.75,0.5,1.0,0.75,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.4285714285714284,0.0,0.3125,0.25,1.0,0.75,0.75,0.0,1.0,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.1875,0.0,0.0,0.0,0.25,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0625,0.0,0.0,0.75,0.75,1.0,0.0,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.5,0.25,0.0,1.0,0.75,1.0,0.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.4285714285714284,0.0,0.3125,0.25,0.0,0.75,0.25,0.0,0.75,0.3333333333333333,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.125,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.75,0.6666666666666667,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,1.0,0.25,0.0,1.0,0.3333333333333333,1.0,0.75,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.375,0.0,1.0,0.75,0.5,0.0,1.0,0.6666666666666667,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.3333333333333333,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.4285714285714284,1.0,0.28125,1.0,0.0,0.5,0.5,1.0,0.75,0.3333333333333333,1.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.0,1.0,0.25,0.5,0.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.4285714285714284,0.0,0.125,0.0,1.0,0.5,0.5,1.0,0.75,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0625,0.0,1.0,0.75,0.5,1.0,0.5,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.4285714285714284,0.0,0.0625,0.75,1.0,0.25,0.5,0.0,0.5,0.3333333333333333,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,0.5,0.25,1.0,0.5,0.6666666666666667,1.0,0.5,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.5,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25,0.3333333333333333,1.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.1428571428571428,0.0,0.0,0.25,1.0,0.75,0.25,0.0,0.0,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0625,0.0,0.0,0.25,0.75,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.25,0.6666666666666667,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.0,1.0,1.0,0.25,0.75,1.0,0.75,0.3333333333333333,0.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.4285714285714284,0.3333333333333333,0.5625,0.0,0.0,0.5,0.5,0.0,0.5,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0
1.0,0.0,0.4285714285714284,0.3333333333333333,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.4285714285714284,0.3333333333333333,0.4375,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
0.0,0.0,0.4285714285714284,0.3333333333333333,0.8125,0.25,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.2857142857142856,0.0,0.1875,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.2857142857142856,0.0,0.125,0.0,1.0,0.25,0.75,1.0,0.5,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.3125,0.0,1.0,0.25,0.5,0.0,0.75,0.6666666666666667,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.1428571428571428,0.0,0.125,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.0625,0.0,1.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.25,0.0,0.0,1.0,0.6666666666666667,0.0,1.0,0.0
0.0,0.0,0.2857142857142856,0.3333333333333333,0.4375,0.0,0.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.4285714285714284,0.0,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.3333333333333333,0.25,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.125,0.0,1.0,0.5,0.5,0.0,1.0,0.6666666666666667,1.0,0.75,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.125,0.0,1.0,0.25,0.5,0.0,0.75,0.3333333333333333,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.2857142857142856,0.0,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0
